AccountID,StatementFrequency,OpenedDate
2989,Monthly,2016-11-28
2990,Monthly,2019-09-16
2991,Monthly,2016-05-22
2992,Monthly,2020-07-11
2993,Weekly,2019-02-13
2994,Monthly,2019-05-03
2995,Monthly,2019-12-14
2996,Monthly,2017-05-17
2997,Monthly,2020-09-09
2998,Monthly,2020-11-09
2999,Monthly,2019-10-08
3000,Monthly,2016-07-14
3001,Monthly,2016-03-24
3003,Monthly,2016-11-27
3004,Monthly,2019-08-22
3005,Issuance After Transaction,2020-01-11
3006,Monthly,2018-01-01
3007,Monthly,2016-02-02
3008,Monthly,2016-02-27
3009,Monthly,2019-01-26
3010,Monthly,2018-09-13
3011,Monthly,2016-09-01
3012,Monthly,2020-04-18
3013,Monthly,2020-12-09
3014,Weekly,2018-03-03
3015,Monthly,2019-06-15
3016,Monthly,2019-02-23
3017,Monthly,2017-08-12
3018,Monthly,2019-12-03
3019,Monthly,2019-04-21
3020,Monthly,2019-08-09
3021,Monthly,2019-04-20
3022,Monthly,2019-10-30
3023,Monthly,2020-10-14
3024,Monthly,2019-12-18
3025,Monthly,2020-12-27
3026,Monthly,2016-02-18
3027,Monthly,2019-04-29
3028,Monthly,2016-09-15
3029,Monthly,2019-12-24
3030,Monthly,2017-06-22
3031,Monthly,2020-03-10
3032,Monthly,2016-06-07
3033,Monthly,2020-12-10
3035,Weekly,2016-08-16
3036,Monthly,2017-04-10
3037,Monthly,2017-05-26
3038,Monthly,2019-04-28
3039,Monthly,2016-12-10
3040,Monthly,2019-08-03
3041,Monthly,2019-04-04
3042,Monthly,2016-09-16
3043,Monthly,2019-12-29
3044,Monthly,2019-09-14
3045,Monthly,2018-06-08
3046,Monthly,2020-08-11
3047,Monthly,2016-02-17
3048,Weekly,2020-12-26
3049,Monthly,2017-09-08
3050,Monthly,2016-05-08
3051,Monthly,2019-01-01
3052,Monthly,2020-04-26
3053,Monthly,2016-08-23
3055,Monthly,2019-05-26
3056,Monthly,2016-12-22
3057,Monthly,2020-07-23
3058,Monthly,2017-10-23
3059,Monthly,2020-02-15
3060,Monthly,2020-06-09
3061,Monthly,2018-11-08
3062,Monthly,2020-08-15
3063,Monthly,2016-05-26
3064,Monthly,2016-05-23
3066,Monthly,2019-08-12
3067,Monthly,2020-01-30
3068,Monthly,2016-04-25
3069,Monthly,2016-03-20
3070,Monthly,2020-08-21
3071,Monthly,2019-10-03
3072,Monthly,2016-06-05
3074,Weekly,2017-10-08
3075,Monthly,2020-06-25
3076,Monthly,2016-03-27
3077,Monthly,2020-04-16
3078,Monthly,2016-07-16
3079,Monthly,2019-02-26
3080,Monthly,2018-10-29
3082,Monthly,2020-11-16
3083,Monthly,2020-03-18
3084,Weekly,2019-01-28
3085,Monthly,2020-07-03
3086,Monthly,2016-11-02
3087,Monthly,2016-12-04
3088,Monthly,2019-03-08
3089,Weekly,2019-07-02
3090,Monthly,2019-12-10
3091,Monthly,2016-11-11
3092,Monthly,2018-12-20
3093,Monthly,2019-11-21
3094,Monthly,2016-12-20
3096,Monthly,2016-06-29
3097,Monthly,2020-08-14
3098,Monthly,2019-09-16
3099,Monthly,2016-05-20
3100,Monthly,2020-06-22
3101,Monthly,2017-02-27
3102,Monthly,2020-11-23
3103,Issuance After Transaction,2020-09-21
3104,Monthly,2020-04-29
3105,Monthly,2020-11-21
3106,Weekly,2020-09-26
3107,Monthly,2016-11-20
3108,Monthly,2016-03-14
3109,Monthly,2018-04-08
3110,Monthly,2020-01-12
3111,Monthly,2018-11-08
3112,Monthly,2017-08-12
3113,Monthly,2016-08-16
3114,Monthly,2019-06-15
3115,Monthly,2019-03-27
3116,Monthly,2019-04-05
3117,Monthly,2016-02-24
3118,Monthly,2019-03-10
3119,Monthly,2020-05-02
3120,Monthly,2019-06-20
3121,Monthly,2019-03-08
3122,Monthly,2020-05-12
3124,Monthly,2018-06-13
3125,Monthly,2019-12-16
3126,Monthly,2019-09-03
3127,Monthly,2016-08-08
3128,Monthly,2018-01-06
3129,Monthly,2016-12-05
3130,Monthly,2019-03-20
3131,Monthly,2018-10-23
3132,Monthly,2018-10-08
3133,Monthly,2016-06-14
3134,Monthly,2017-04-29
3135,Monthly,2016-12-27
3136,Monthly,2016-08-07
3137,Monthly,2019-12-15
3138,Monthly,2019-03-24
3139,Monthly,2018-08-30
3140,Monthly,2020-05-13
3141,Weekly,2018-01-06
3142,Monthly,2017-09-14
3143,Monthly,2019-10-18
3144,Monthly,2019-03-09
3145,Monthly,2016-12-03
3146,Monthly,2016-10-26
3147,Monthly,2018-04-05
3148,Monthly,2018-11-19
3149,Monthly,2019-06-27
3151,Monthly,2019-02-21
3152,Monthly,2016-07-16
3153,Monthly,2019-07-05
3154,Monthly,2020-07-02
3155,Monthly,2019-08-29
3156,Issuance After Transaction,2020-11-16
3157,Monthly,2016-09-10
3158,Monthly,2019-10-03
3160,Monthly,2017-06-19
3161,Monthly,2019-08-26
3162,Weekly,2019-05-18
3163,Monthly,2020-05-24
3164,Monthly,2016-12-24
3166,Monthly,2016-08-10
3167,Monthly,2017-08-08
3168,Monthly,2016-02-20
3169,Monthly,2020-12-19
3170,Monthly,2019-01-12
3171,Monthly,2016-09-28
3172,Monthly,2020-05-27
3173,Monthly,2016-05-15
3174,Monthly,2020-12-10
3175,Monthly,2019-10-08
3176,Monthly,2020-03-26
3177,Monthly,2019-11-12
3178,Monthly,2019-04-27
3179,Monthly,2019-09-20
3180,Monthly,2019-06-18
3181,Monthly,2016-05-16
3182,Monthly,2019-12-20
3183,Monthly,2017-04-01
3184,Monthly,2017-02-18
3185,Monthly,2020-07-29
3186,Monthly,2018-05-28
3187,Monthly,2020-12-20
3188,Monthly,2020-02-20
3189,Monthly,2018-11-29
3190,Monthly,2019-12-30
3191,Monthly,2019-09-17
3192,Monthly,2019-07-28
3193,Monthly,2019-02-27
3194,Monthly,2020-04-19
3195,Monthly,2016-09-02
3196,Monthly,2016-12-13
3197,Monthly,2016-12-25
3199,Monthly,2019-06-06
3200,Issuance After Transaction,2018-10-20
3201,Monthly,2017-04-17
3202,Monthly,2020-06-04
3203,Monthly,2018-08-07
3204,Monthly,2019-07-13
3205,Monthly,2018-12-17
3206,Monthly,2019-06-22
3208,Monthly,2020-08-04
3209,Monthly,2020-12-10
3210,Monthly,2016-05-17
3211,Monthly,2020-06-09
3212,Monthly,2016-07-25
3213,Monthly,2016-04-12
3214,Monthly,2020-05-10
3216,Monthly,2018-08-11
3217,Issuance After Transaction,2020-04-23
3218,Monthly,2016-11-14
3219,Monthly,2019-03-26
3220,Monthly,2016-08-14
3221,Monthly,2016-08-17
3222,Monthly,2016-07-21
3223,Monthly,2016-12-07
3224,Monthly,2019-11-10
3225,Monthly,2016-11-01
3226,Monthly,2017-08-28
3227,Monthly,2019-06-24
3228,Monthly,2019-10-30
3229,Monthly,2018-11-18
3230,Monthly,2018-03-11
3231,Monthly,2018-04-18
3232,Monthly,2019-10-02
3233,Monthly,2018-03-03
3234,Monthly,2018-09-16
3235,Monthly,2018-01-26
3236,Monthly,2020-02-20
3237,Monthly,2016-10-02
3238,Monthly,2019-01-07
3239,Monthly,2019-06-19
3240,Weekly,2019-05-29
3241,Monthly,2016-07-16
3242,Monthly,2020-03-02
3243,Monthly,2016-11-10
3244,Monthly,2018-01-14
3245,Monthly,2020-06-26
3246,Monthly,2016-06-14
3247,Monthly,2019-04-11
3248,Monthly,2019-05-11
3249,Monthly,2019-10-11
3250,Monthly,2018-01-06
3251,Monthly,2018-05-18
3252,Monthly,2018-06-12
3253,Issuance After Transaction,2017-03-15
3254,Monthly,2018-08-27
3255,Monthly,2016-09-15
3256,Monthly,2019-11-19
3258,Monthly,2016-06-05
3259,Monthly,2017-04-11
3260,Monthly,2016-03-25
3261,Monthly,2016-07-07
3262,Monthly,2020-06-22
3263,Monthly,2019-03-07
3264,Monthly,2016-10-23
3265,Issuance After Transaction,2019-03-30
3266,Monthly,2020-03-29
3267,Monthly,2016-07-21
3268,Monthly,2016-09-20
3269,Monthly,2018-09-03
3270,Monthly,2018-08-08
3271,Monthly,2019-10-12
3272,Monthly,2019-08-30
3273,Monthly,2018-12-29
3274,Monthly,2020-09-17
3275,Monthly,2017-06-29
3276,Monthly,2020-12-29
3277,Monthly,2016-07-12
3278,Monthly,2019-01-02
3279,Weekly,2017-12-17
3280,Monthly,2019-04-24
3281,Monthly,2020-08-06
3282,Monthly,2019-11-24
3283,Monthly,2016-03-26
3284,Monthly,2016-05-17
3285,Monthly,2019-05-12
3286,Monthly,2019-02-26
3287,Monthly,2016-07-26
3288,Monthly,2017-09-15
3289,Monthly,2017-06-02
3290,Monthly,2019-12-09
3291,Monthly,2019-11-16
3292,Monthly,2016-12-21
3293,Monthly,2020-08-08
3294,Monthly,2019-04-09
3296,Monthly,2019-03-15
3297,Monthly,2018-02-17
3298,Monthly,2016-08-04
3299,Weekly,2020-05-16
3300,Monthly,2020-09-19
3301,Monthly,2019-04-25
3302,Monthly,2016-03-02
3303,Monthly,2018-11-17
3304,Monthly,2020-01-16
3305,Monthly,2018-12-09
3306,Monthly,2016-08-24
3307,Monthly,2017-03-13
3308,Monthly,2019-04-02
3309,Monthly,2016-11-20
3310,Monthly,2016-09-15
3311,Monthly,2019-08-18
3312,Monthly,2019-12-04
3314,Monthly,2019-10-14
3315,Monthly,2018-08-24
3316,Monthly,2016-05-06
3317,Monthly,2018-10-04
3318,Monthly,2019-06-25
3319,Monthly,2016-08-29
3320,Monthly,2018-12-01
3321,Monthly,2018-04-18
3322,Weekly,2019-03-20
3323,Monthly,2016-09-08
3324,Monthly,2020-10-17
3325,Monthly,2020-11-03
3326,Monthly,2016-11-11
3327,Monthly,2016-04-16
3328,Monthly,2020-03-17
3329,Monthly,2019-10-12
3330,Monthly,2018-07-08
3331,Monthly,2020-02-20
3332,Monthly,2020-03-25
3333,Monthly,2020-11-27
3334,Monthly,2019-07-09
3335,Monthly,2019-02-18
3336,Monthly,2017-09-19
3337,Issuance After Transaction,2020-02-22
3338,Monthly,2018-12-24
3339,Monthly,2019-09-27
3342,Monthly,2020-10-06
3343,Monthly,2020-08-03
3344,Monthly,2020-05-15
3345,Monthly,2016-12-08
3346,Monthly,2020-07-25
3347,Monthly,2019-08-19
3348,Monthly,2017-12-08
3349,Monthly,2019-03-28
3350,Monthly,2019-07-13
3351,Monthly,2019-03-08
3352,Monthly,2016-11-08
3353,Monthly,2019-08-27
3354,Monthly,2016-11-05
3355,Monthly,2017-02-26
3357,Monthly,2018-07-26
3358,Monthly,2019-02-21
3359,Monthly,2019-07-30
3360,Monthly,2020-11-10
3361,Monthly,2016-08-26
3362,Monthly,2018-01-25
3363,Monthly,2018-06-24
3364,Weekly,2017-12-08
3365,Monthly,2020-11-18
3366,Monthly,2019-03-02
3367,Monthly,2016-04-01
3368,Monthly,2018-09-14
3369,Monthly,2017-12-01
3370,Monthly,2016-11-15
3371,Monthly,2016-11-04
3372,Monthly,2017-05-26
3373,Monthly,2019-01-18
3374,Monthly,2016-02-17
3375,Monthly,2020-01-15
3376,Monthly,2019-11-17
3377,Monthly,2019-12-02
3378,Monthly,2017-03-14
3379,Monthly,2020-01-24
3380,Monthly,2016-12-10
3381,Monthly,2020-08-02
3382,Weekly,2020-11-20
3383,Monthly,2020-09-28
3384,Monthly,2018-11-05
3385,Monthly,2020-12-21
3386,Monthly,2018-05-23
3387,Weekly,2019-12-28
3389,Monthly,2019-01-30
3390,Weekly,2019-12-22
3391,Monthly,2016-04-01
3392,Monthly,2018-06-08
3393,Monthly,2019-12-22
3394,Monthly,2019-10-09
3395,Monthly,2020-11-05
3396,Monthly,2020-11-20
3397,Monthly,2019-08-04
3398,Monthly,2020-04-15
3399,Monthly,2019-09-26
3401,Weekly,2020-10-04
3402,Weekly,2018-03-16
3403,Monthly,2020-05-20
3404,Monthly,2020-11-04
3405,Monthly,2017-03-07
3406,Monthly,2020-12-08
3407,Monthly,2016-08-24
3408,Monthly,2016-09-19
3409,Monthly,2019-03-01
3410,Monthly,2018-07-03
3411,Monthly,2019-12-17
3412,Monthly,2019-12-20
3413,Monthly,2016-07-13
3415,Monthly,2020-12-06
3417,Monthly,2018-09-28
3418,Issuance After Transaction,2019-09-02
3419,Monthly,2017-10-29
3421,Monthly,2018-02-01
3422,Monthly,2019-03-28
3423,Monthly,2020-11-10
3424,Monthly,2016-02-16
3425,Monthly,2017-08-24
3426,Weekly,2019-07-13
3427,Monthly,2019-08-23
3428,Monthly,2020-07-12
3429,Monthly,2016-12-17
3430,Monthly,2019-12-10
3431,Monthly,2019-09-21
3432,Monthly,2019-06-25
3433,Monthly,2020-07-07
3434,Monthly,2019-05-13
3435,Monthly,2016-07-01
3436,Monthly,2018-06-24
3437,Monthly,2019-11-13
3438,Monthly,2019-12-21
3439,Monthly,2019-02-16
3440,Monthly,2018-09-22
3442,Monthly,2019-01-16
3443,Monthly,2019-07-26
3444,Weekly,2020-09-04
3445,Monthly,2017-02-22
3446,Issuance After Transaction,2019-09-27
3448,Weekly,2019-06-06
3449,Monthly,2018-04-27
3450,Monthly,2019-12-13
3451,Monthly,2019-04-27
3452,Monthly,2019-12-13
3453,Monthly,2018-06-08
3454,Monthly,2019-10-17
3455,Monthly,2019-03-13
3456,Monthly,2016-09-06
3457,Monthly,2017-10-01
3458,Monthly,2018-07-07
3459,Monthly,2019-06-02
3460,Monthly,2020-04-08
3461,Monthly,2020-06-23
3462,Monthly,2019-03-04
3463,Monthly,2020-09-21
3464,Monthly,2018-05-05
3465,Monthly,2016-07-16
3466,Monthly,2018-02-16
3467,Monthly,2019-08-25
3468,Monthly,2019-02-14
3469,Monthly,2016-05-22
3470,Monthly,2020-01-12
3471,Monthly,2020-01-22
3472,Monthly,2019-07-21
3474,Monthly,2018-07-12
3476,Monthly,2018-12-16
3477,Monthly,2016-08-22
3478,Monthly,2017-09-04
3479,Monthly,2017-06-14
3480,Monthly,2016-09-14
3482,Monthly,2018-01-03
3483,Monthly,2016-10-12
3484,Monthly,2017-06-01
3485,Monthly,2019-06-19
3486,Monthly,2018-10-09
3487,Monthly,2016-01-08
3489,Monthly,2017-12-08
3490,Monthly,2018-11-26
3491,Monthly,2019-07-27
3492,Monthly,2018-09-10
3493,Monthly,2016-07-22
3494,Monthly,2019-07-22
3495,Monthly,2019-05-17
3496,Monthly,2020-06-11
3497,Monthly,2017-08-02
3498,Monthly,2019-11-12
3499,Monthly,2019-09-14
3501,Monthly,2020-12-13
3502,Monthly,2019-03-08
3503,Monthly,2017-07-17
3504,Monthly,2019-08-30
3505,Monthly,2016-09-23
3506,Monthly,2020-05-08
3507,Monthly,2019-12-01
3508,Monthly,2019-09-12
3509,Monthly,2016-09-05
3510,Monthly,2016-01-07
3511,Monthly,2019-07-23
3512,Monthly,2019-05-11
3513,Monthly,2016-03-03
3514,Monthly,2016-02-03
3515,Monthly,2019-06-16
3516,Weekly,2020-09-07
3517,Monthly,2019-11-22
3518,Monthly,2019-07-22
3519,Monthly,2019-02-10
3520,Monthly,2018-06-04
3521,Monthly,2016-06-22
3522,Monthly,2019-06-07
3523,Monthly,2019-05-14
3524,Monthly,2020-06-28
3525,Monthly,2018-12-01
3526,Monthly,2019-07-22
3527,Monthly,2020-01-11
3528,Monthly,2017-03-05
3529,Monthly,2020-07-08
3530,Monthly,2019-01-03
3531,Monthly,2019-05-03
3532,Monthly,2018-07-18
3533,Monthly,2017-08-29
3534,Monthly,2019-04-08
3535,Monthly,2016-10-05
3536,Monthly,2017-08-11
3537,Monthly,2020-08-22
3538,Monthly,2016-08-08
3539,Monthly,2017-06-08
3540,Monthly,2020-01-03
3541,Monthly,2020-03-02
3542,Monthly,2016-06-11
3543,Monthly,2019-07-21
3544,Monthly,2020-04-07
3545,Monthly,2016-02-17
3546,Monthly,2020-02-03
3547,Monthly,2016-08-07
3548,Monthly,2016-11-11
3549,Monthly,2019-08-14
3550,Monthly,2019-07-04
3551,Monthly,2016-10-17
3552,Monthly,2018-09-06
3553,Monthly,2018-08-30
3554,Monthly,2016-02-16
3555,Monthly,2017-09-26
3556,Monthly,2020-08-29
3557,Monthly,2019-11-02
3558,Monthly,2016-05-23
3559,Monthly,2018-12-30
3560,Monthly,2019-11-10
3561,Monthly,2020-10-15
3562,Monthly,2019-07-19
3563,Monthly,2019-07-04
3564,Monthly,2019-11-17
3565,Monthly,2020-02-12
3566,Monthly,2016-06-09
3567,Monthly,2017-12-20
3568,Monthly,2019-04-11
3569,Monthly,2019-09-18
3570,Monthly,2016-11-29
3571,Monthly,2016-11-21
3572,Monthly,2018-11-12
3573,Monthly,2019-06-27
3574,Monthly,2020-03-08
3575,Monthly,2016-09-08
3576,Monthly,2017-11-07
3577,Monthly,2020-05-11
3578,Monthly,2019-02-17
3579,Monthly,2017-09-02
3580,Monthly,2016-08-01
3581,Monthly,2020-03-26
3582,Monthly,2018-08-26
3583,Monthly,2018-02-03
3584,Monthly,2019-06-12
3585,Monthly,2019-06-23
3586,Monthly,2016-03-27
3587,Monthly,2018-12-24
3588,Monthly,2019-06-28
3589,Monthly,2019-11-13
3590,Monthly,2019-06-02
3591,Issuance After Transaction,2019-06-09
3592,Monthly,2016-01-08
3593,Monthly,2016-02-18
3594,Monthly,2016-12-30
3595,Monthly,2017-05-01
3596,Monthly,2019-04-23
3597,Issuance After Transaction,2019-02-11
3598,Monthly,2020-11-02
3599,Monthly,2017-03-20
3600,Monthly,2016-08-10
3601,Monthly,2018-06-13
3602,Monthly,2019-12-03
3603,Monthly,2020-09-17
3604,Monthly,2016-12-22
3605,Monthly,2019-03-24
3606,Monthly,2019-04-18
3608,Weekly,2017-08-30
3609,Monthly,2016-08-03
3610,Monthly,2020-09-22
3612,Monthly,2017-08-27
3613,Monthly,2016-08-10
3614,Monthly,2019-08-07
3615,Monthly,2019-11-05
3616,Monthly,2020-12-15
3617,Monthly,2016-11-15
3618,Monthly,2016-09-29
3620,Monthly,2020-02-06
3621,Monthly,2017-12-25
3622,Monthly,2017-10-15
3623,Monthly,2018-02-12
3624,Weekly,2018-05-30
3625,Monthly,2017-08-22
3626,Monthly,2019-11-05
3628,Monthly,2018-09-12
3629,Monthly,2016-07-27
3631,Monthly,2018-08-13
3632,Weekly,2019-04-06
3633,Monthly,2020-02-06
3634,Monthly,2020-04-16
3635,Monthly,2020-05-04
3636,Monthly,2017-05-22
3637,Monthly,2018-10-28
3638,Issuance After Transaction,2019-01-10
3639,Monthly,2020-01-08
3640,Monthly,2016-11-05
3641,Monthly,2018-01-09
3643,Monthly,2017-12-22
3644,Monthly,2016-04-13
3645,Monthly,2019-06-18
3646,Weekly,2018-10-20
3647,Monthly,2019-06-17
3648,Monthly,2019-05-06
3649,Monthly,2016-05-14
3650,Monthly,2017-06-05
3651,Monthly,2016-02-27
3652,Monthly,2020-03-02
3653,Monthly,2017-05-03
3654,Monthly,2016-07-13
3655,Monthly,2018-12-24
3656,Monthly,2016-08-06
3657,Monthly,2020-09-19
3658,Monthly,2020-03-25
3659,Monthly,2020-02-01
3660,Monthly,2016-11-14
3661,Monthly,2019-01-11
3662,Monthly,2020-05-26
3663,Monthly,2017-11-06
3664,Monthly,2019-04-28
3665,Monthly,2020-06-28
3667,Monthly,2017-01-26
3668,Monthly,2019-06-15
3669,Monthly,2016-12-22
3670,Monthly,2016-06-04
3671,Monthly,2020-09-17
3672,Monthly,2019-03-19
3673,Monthly,2019-01-12
3674,Monthly,2016-03-12
3675,Monthly,2016-03-20
3676,Monthly,2019-06-08
3677,Monthly,2018-10-04
3678,Monthly,2016-03-24
3679,Monthly,2018-08-15
3680,Monthly,2019-02-16
3681,Monthly,2020-01-25
3682,Monthly,2016-06-07
3683,Monthly,2016-08-13
3684,Monthly,2017-03-04
3686,Monthly,2020-08-03
3687,Monthly,2016-11-06
3688,Monthly,2016-11-10
3689,Monthly,2018-11-29
3690,Issuance After Transaction,2019-10-18
3691,Monthly,2016-02-19
3692,Monthly,2020-04-21
3693,Monthly,2016-01-29
3694,Monthly,2019-07-06
3695,Monthly,2020-04-02
3696,Monthly,2019-06-22
3697,Monthly,2016-04-29
3698,Monthly,2019-03-03
3699,Monthly,2016-08-05
3700,Monthly,2020-06-03
3701,Monthly,2016-10-06
3702,Monthly,2018-04-13
3703,Monthly,2020-06-18
3704,Monthly,2016-01-24
3705,Monthly,2020-10-24
3706,Monthly,2019-04-04
3708,Monthly,2019-11-24
3709,Monthly,2019-03-05
3710,Monthly,2018-02-25
3711,Monthly,2020-05-08
3712,Monthly,2017-09-13
3713,Weekly,2016-06-08
3714,Weekly,2017-04-21
3715,Monthly,2020-11-27
3716,Monthly,2020-04-14
3717,Monthly,2017-05-20
3718,Monthly,2017-04-16
3719,Monthly,2020-06-19
3720,Monthly,2016-07-30
3721,Monthly,2019-02-21
3722,Monthly,2020-12-07
3723,Monthly,2019-06-14
3724,Monthly,2020-08-06
3725,Monthly,2018-06-11
3726,Monthly,2019-07-14
3727,Monthly,2019-01-19
3728,Monthly,2017-08-18
3729,Monthly,2018-04-14
3730,Monthly,2017-09-08
3731,Monthly,2019-05-20
3732,Monthly,2020-05-25
3733,Monthly,2019-07-22
3734,Monthly,2016-03-08
3735,Monthly,2018-04-27
3736,Monthly,2019-05-08
3737,Monthly,2018-03-01
3738,Monthly,2016-08-01
3739,Monthly,2020-03-25
3741,Monthly,2019-08-18
3742,Monthly,2020-05-11
3743,Monthly,2019-03-22
3745,Monthly,2016-08-04
3746,Monthly,2019-06-04
3747,Monthly,2017-05-01
3748,Monthly,2016-07-10
3749,Monthly,2019-08-10
3750,Monthly,2018-03-18
3751,Monthly,2016-09-15
3752,Monthly,2017-11-25
3753,Monthly,2018-02-24
3754,Weekly,2019-02-19
3755,Monthly,2019-01-20
3756,Weekly,2017-10-17
3757,Monthly,2020-09-24
3758,Monthly,2018-09-19
3759,Monthly,2016-12-29
3760,Monthly,2016-01-13
3763,Monthly,2018-08-23
3764,Monthly,2018-11-05
3765,Monthly,2019-11-14
3766,Issuance After Transaction,2019-10-18
3767,Monthly,2018-11-15
3768,Monthly,2020-06-06
3769,Monthly,2019-05-14
3770,Monthly,2018-09-20
3771,Monthly,2016-06-11
3772,Monthly,2018-11-20
3773,Monthly,2020-05-04
3774,Monthly,2019-08-30
3775,Monthly,2016-06-27
3776,Monthly,2019-10-16
3777,Monthly,2018-01-19
3778,Monthly,2016-07-04
3779,Monthly,2018-07-08
3780,Monthly,2018-11-25
3781,Monthly,2016-03-26
3782,Weekly,2020-03-17
3783,Monthly,2018-11-29
3784,Monthly,2019-01-22
3785,Monthly,2016-03-24
3786,Monthly,2016-06-22
3787,Monthly,2016-02-19
3788,Monthly,2016-04-10
3789,Monthly,2019-08-18
3790,Weekly,2020-05-13
3791,Weekly,2019-05-03
3792,Monthly,2016-08-11
3793,Monthly,2019-06-28
3794,Monthly,2020-02-03
3795,Monthly,2019-03-18
3796,Monthly,2016-05-25
3797,Monthly,2017-09-03
3798,Monthly,2020-08-27
3799,Monthly,2019-11-29
3800,Monthly,2019-09-16
3801,Monthly,2019-06-20
3802,Monthly,2019-04-18
3803,Monthly,2019-01-26
3804,Monthly,2017-04-07
3805,Monthly,2017-07-02
3806,Monthly,2019-04-18
3807,Monthly,2018-09-05
3808,Monthly,2016-08-11
3809,Monthly,2019-11-21
3810,Monthly,2018-06-22
3811,Monthly,2019-10-26
3812,Monthly,2018-01-16
3813,Monthly,2020-10-09
3814,Monthly,2018-12-27
3815,Monthly,2019-03-24
3816,Monthly,2019-04-21
3817,Monthly,2018-02-10
3818,Monthly,2016-01-01
3819,Monthly,2019-11-11
3820,Monthly,2016-11-14
3821,Monthly,2019-04-18
3822,Monthly,2016-09-22
3823,Monthly,2018-04-19
3824,Monthly,2017-03-20
3825,Monthly,2016-12-14
3826,Monthly,2018-03-05
3827,Monthly,2017-10-04
3828,Monthly,2020-08-28
3830,Monthly,2020-04-20
3832,Monthly,2019-01-22
3833,Monthly,2020-07-13
3834,Monthly,2016-01-19
3835,Monthly,2016-03-16
3836,Monthly,2020-12-09
3837,Issuance After Transaction,2016-08-26
3838,Monthly,2017-05-02
3839,Monthly,2018-02-21
3840,Monthly,2017-02-19
3841,Monthly,2018-01-22
3842,Monthly,2020-03-12
3843,Monthly,2019-10-02
3844,Monthly,2016-05-23
3845,Monthly,2018-05-14
3846,Monthly,2020-04-27
3847,Monthly,2018-06-13
3848,Monthly,2019-07-10
3849,Monthly,2017-10-21
3850,Monthly,2016-08-09
3851,Monthly,2020-02-27
3852,Monthly,2020-09-14
3854,Monthly,2019-04-18
3855,Monthly,2018-09-04
3856,Monthly,2019-12-03
3857,Monthly,2020-10-22
3858,Monthly,2018-12-14
3859,Monthly,2019-04-23
3860,Monthly,2017-10-11
3861,Monthly,2020-01-30
3862,Monthly,2019-11-23
3863,Monthly,2016-09-14
3864,Monthly,2019-07-01
3865,Monthly,2018-02-09
3866,Monthly,2018-09-05
3867,Monthly,2020-07-19
3868,Monthly,2016-08-21
3869,Monthly,2017-09-13
3870,Monthly,2020-01-08
3871,Monthly,2016-01-08
3872,Monthly,2020-05-21
3874,Monthly,2018-06-02
3875,Monthly,2020-10-18
3876,Monthly,2017-02-13
3877,Monthly,2019-10-22
3878,Monthly,2017-10-07
3880,Monthly,2019-07-28
3881,Monthly,2019-03-04
3882,Monthly,2016-07-09
3883,Monthly,2016-03-15
3884,Monthly,2019-11-14
3885,Monthly,2020-04-01
3886,Monthly,2017-02-20
3887,Monthly,2019-05-08
3888,Monthly,2016-05-27
3889,Monthly,2020-07-03
3890,Monthly,2019-02-10
3891,Monthly,2016-08-18
3892,Monthly,2016-10-25
3893,Monthly,2019-12-13
3894,Monthly,2019-09-25
3895,Monthly,2018-07-14
3896,Monthly,2018-08-17
3897,Monthly,2020-04-16
3898,Monthly,2017-02-07
3899,Monthly,2019-06-25
3901,Monthly,2020-08-30
3902,Monthly,2018-08-08
3903,Monthly,2017-12-19
3904,Monthly,2019-10-05
3905,Issuance After Transaction,2020-05-28
3906,Monthly,2020-07-08
3907,Monthly,2019-04-18
3908,Monthly,2020-01-16
3909,Monthly,2016-01-14
3910,Monthly,2020-01-19
3911,Monthly,2020-12-16
3912,Monthly,2017-05-04
3913,Monthly,2019-10-04
3914,Monthly,2018-09-05
3915,Monthly,2016-04-02
3916,Monthly,2020-09-28
3917,Monthly,2019-03-30
3918,Monthly,2016-12-09
3919,Monthly,2020-10-18
3920,Monthly,2016-09-01
3921,Monthly,2017-07-17
3922,Monthly,2020-10-22
3923,Monthly,2016-03-30
3924,Monthly,2019-02-24
3925,Monthly,2018-09-05
3926,Monthly,2017-09-11
3927,Monthly,2016-10-22
3928,Monthly,2019-05-08
3930,Monthly,2018-04-25
3931,Monthly,2019-02-05
3932,Monthly,2019-07-25
3933,Monthly,2019-02-11
3934,Monthly,2020-12-23
3935,Monthly,2016-03-08
3936,Monthly,2018-05-04
3937,Monthly,2019-01-10
3938,Monthly,2016-11-17
3939,Monthly,2016-07-08
3940,Weekly,2018-05-07
3941,Monthly,2019-12-26
3942,Weekly,2019-05-10
3943,Monthly,2019-03-06
3944,Monthly,2018-10-08
3945,Monthly,2018-11-07
3946,Monthly,2019-07-16
3947,Monthly,2019-01-23
3948,Monthly,2016-11-09
3949,Monthly,2019-01-11
3950,Monthly,2020-09-01
3951,Monthly,2020-06-02
3952,Monthly,2019-03-08
3953,Monthly,2020-06-16
3954,Monthly,2016-06-25
3955,Monthly,2016-07-14
3956,Monthly,2019-10-28
3957,Weekly,2019-06-13
3958,Monthly,2020-12-28
3959,Weekly,2020-02-15
3960,Monthly,2016-02-06
3961,Monthly,2020-01-24
3962,Monthly,2019-12-13
3963,Monthly,2020-10-27
3964,Monthly,2020-01-25
3965,Monthly,2016-05-04
3966,Monthly,2019-01-09
